Sentence,Label
Listening to Broken by Lifehouse (on repeat),Neutral
watching two of my patients die tonight has put me in a funk. one was young.,Negative
hm seems to have been because my blog was marked as a phishing site,Negative
Working on some Product Buzz (product reviews) for the blog... have a pain in the back of my neck,Negative
 I have that problem with adult shirts too. It`s so annoying since a lot of adult player shirts don`t come in kid sizes,Negative
 Hey! whats up? Im just at the library right now and the comp is about to sign me out,Neutral
"Just got home, doing art all day.. i want to be in a film",Neutral
http://tinyurl.com/oqsqz6 Grace`s FunZen magic mood tool for keeping her cool in the pool of real life which is now yours too,Positive
How does this Follow Friday thing work?  I don`t have any real followers,Neutral
" At least you have a large vocabulary -- the benefit of being a writer   Hope you`re well, sister.",Positive
 i cant afford it  go to school here ? !!,Negative
Recording new songs,Neutral
Doing make up for the school musical this week aaah,Neutral
im gonna fail this test miserably in history,Negative
"ok, 1st ginormous cup of coffee down, monday looking much better to me.",Positive
becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,Negative
 hey Mr Danger!!!,Neutral
 awww! thats sweet TTT!  Im sure she will love it! your a good son!,Positive
 Right. But IÃÂ¯ÃÂ¿ÃÂ½m a stickler for correct DPI export and color value  IÃÂ¯ÃÂ¿ÃÂ½m going to dig in and find out if this is possible,Neutral
  what`s going on ?,Neutral
Y AM I STILL AWAKE!!!! SMH.... THIS SUCKS!!!,Negative
Today is going to be a normal day for I hope. We had a group of pilots from a large airline come in last night so it was too much drink,Neutral
Dane Cook is at the sports arena tonight. Wish I had tickets,Positive
Looking for the  in Coal Harbour. Can`t find it!,Negative
   Doh! I`m an inside job LOLzor.,Neutral
"HOME!!!  from my relatives. my sissy, , posted pics of her and our cupie cousin Audrey.  ???",Neutral
" Aw, sorry ur day sucked!  Did u see my post abt car issues? LOL I think it`s safe to say it can only get better tho. Beer-thirty?",Neutral
i was screaming like a maniac!  But the thing was u couldn`t scream on the ride which sucked the fun out of everything so...,Negative
Going off BC is making me break out.,Negative
"FreeSat`s coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!",Negative
is not liking the online livebox right now. Internet is dead.,Negative
 probably because it`s getting chilly here,Negative
"KERI HILSON- SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE **** DROPPER",Positive
Sitting outside with my laptop  Its kinda nice,Positive
" my lil sister Charese, her best friend passed today",Positive
_0 so all done with wow blogging eh?  *huggles*,Neutral
SEe waT I Mean bOuT FoLL0w fRiiDaYs... It`S cALLed LoSe f0LloWeRs FridAy... smH,Neutral
Brothers Bloom won`t be opening this weekend in El Paso.  I`ll just buy Brick and enjoy that until I can watch Brothers Bloom.,Positive
" Hello James, who are you",Neutral
"sitting in katies house with jo, the other two are away doing stuff, and i have swine flu  and bronchitis but thats a diff story.",Negative
Its cloudy outside,Neutral
 haha okay you were talking about middle college grad I think and I got worried,Negative
mothers day drama was awesome!,Positive
finally over my sickness.,Positive
I sunburnt through factor 30,Negative
GAWD!. If only that dream actually happened last night....,Neutral
I`m nauseous  I need a yogurt or something..,Negative
Moms everywhere stop what you are doing and get a good night sleep for tomorrow its your childrens turn to pamper you.  enjoy your day,Positive
 would that just eat away at your masculinity? What masculinity did you have? :p haha u`d probs beat me tho  haha xo,Positive
 Are you a night owl or what? Always on here as the same time as myself  Enjoy your scifi show.,Positive
Fixed my favourites. $180 and the heels fell off after 4 wears,Positive
omgeee that hurt like helll. finally got it back in. can`t close it put the ball back in,Negative
Had interesting WKND. Sleeping Saturday & Productive Sunday!!,Positive
" Why yes I DO!!  ...Or rather, did. Just finished it! Starting Dead Like Me, lollll~",Neutral
"too tired, i canÃÂ¯ÃÂ¿ÃÂ½t stay awake..but i must finish work for sunday",Negative
International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,Neutral
pink bubble baths and champs,Neutral
 i haven`t got a text back!  sod her i looks fabulous!,Positive
 ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,Negative
" but its pretty at least, I think I need to catch some sleep soon though",Positive
Startin to get a head ache!!!! Uuuggghh!!!,Negative
hoping it will rain again because it`s sooo warm,Positive
"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOh",Negative
crazy kids won`t nap!  I think it`s the heat... and I still have to tell them that they can`t go to Grandma`s cuz she`s sick,Negative
I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,Negative
wolverine was a bit short. waiting for cat to get dressed then off to York for the day,Neutral
"Working security for the club tonight. First time working it in about a month. Should be interesting. Oh, and hi Kelsenator!",Positive
http://twitpic.com/4j9eo this is  how it looks at nights,Neutral
dad`s posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i`m sorta happy  but he`s gutted,Neutral
"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",Positive
Isnt looking forward to going back to work. 3 days off isnt long enough,Negative
" how old is jonathan jr? I`ve got four cockatiels, they`re two years now",Neutral
 Good choice,Positive
today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,Neutral
 Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`  x,Neutral
" def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&vinegar...they tasted GREAT!",Positive
Im moving to canada,Neutral
"Nearly finished Angels and Demons, awesome book, feel so lame for only reading it now",Neutral
 do u ever answer ur fans on here?? i wish u would. i have a question i`ve been wanting to ask u for months,Neutral
still shopping and looking for shoes now,Neutral
there are some really scary noises coming from outside,Negative
 had a life changing redhead - she got away,Neutral
Ugh 3 more hours,Neutral
"Is feeling sick, probably a summer flu",Negative
Dang i didnt even remember it was my bday today,Negative
"how is it, is it good?  _flora",Neutral
Off to get ready for toms..  gotta go make sure he`s not done anything stupid  ill tweet later.,Negative
It smells badly of garlic,Negative
_august84 hahahaha now that is a spooky wish babes  how about a lifetime supply of shoes with matching bags and constant weight?,Negative
" wow, i can sleep with my eyes open, tis amaze *i lie*",Positive
 oo noo thats not good,Negative
 I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,Negative
is getting ready for an awesome service!  - http://tweet.sg,Positive
"  Yes thanks, its been great. Soooooo not looking forward to Monday",Neutral
I hate the dryer.,Negative
 O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3,Negative
"wow, almost got involved in this big fight at school!  ah, but anyways text me? going to causin`s house, plus game crazy.",Positive
 Quaver Sandwiches  and tea.,Neutral
 same as I... to bad I`m a programmer only in this company,Negative
"on later than normal this morning, got attacked by a swarm of mini fly`s after opening the veranda last night took an hour to get rid!!",Negative
" Unfortunately, yes...not outside!",Negative
Got insurance forms for Polo. Feel a bit  Has to be done though.,Neutral
_A i have but you know it`s not that easy..,Neutral
" Sure you will tweet about this when you`re back, but news is abuzz about TR Knight`s leaving 'confirmed' today.  Muy triste.",Negative
 Hi Dougie I`m your fan from Thailand. I`m Film `Luv ur song so much,Positive
" Aww, congrats to the family. ;) Send me piccies in the email!",Positive
_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?,Negative
 that sucks - I`m still hungry and sucked down my food.,Negative
_soul i look forward to your new cd  big fan,Neutral
"Chillin with the rents, and looking at hilarious old photos. Well funny!",Positive
my mobile phone refuses to charge!!  either the battery is broken or the chargerrr ( booooo,Negative
_dayne OMG!!! Yr like a goddess to me. Prove yr love & love will lead u back are 2 of my fav old skool tracks  x,Positive
Just paid my bills now I have no money,Negative
there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,Neutral
Yesterday I heard a song about taking a base onto a plane. Can someone help me find it? I don`t know anything else about it.,Neutral
Feeling lonely and in need a a good friend,Negative
Hates headaches! Maybe I`m not ready to rock,Negative
Fun at the water park then dinner at the rainforest cafe (all free!) then party tonight  pretty good Saturday I think.,Positive
Drinking bud light lime,Neutral
 A week away from 21 huh!? So what do you wanna sip on - I got `cha! Shhh... we won`t tell  Love you!,Positive
Can today go any slower? Time is just dragging by.,Negative
Can`t stop coughing,Negative
sad assembly  next block,Negative
watching my baby on snl !  baby you look greaaaaat ;),Positive
Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,Positive
i guess i`ll do both since i cant really decide which one to choose,Neutral
HAPPY MOTHERS DAY MOMMY!!!!,Positive
Craziier are off of msn!,Neutral
in desperate need of some tweets to cheer me up,Positive
!  i called and called. I think you should answer more. haha,Neutral
 hopefully the weather has been nice/cooperating,Positive
I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout  and have missed the segment about Chevron,Negative
" why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",Neutral
" called about it, no answer shall try again tomorrow",Neutral
Thanks to my assignment im off to work today!,Positive
 just one of those days where loneliness creeps up on you slaps you in the face.,Negative
" --sorry for running over uncle Terry, but he just wasn`t living up to his potential. expecting more from his next return.",Negative
" There are 3 other Drs. in the office and only mine does this  It drives me nuts, especially when it is an appt. for my kids.",Negative
Wishing it was naptime,Positive
Ppl dont miss out on me on this Follow Superstar Sunday,Neutral
 agreed,Neutral
 Business or pleasure? Will keep my eye out for anything. You`re just missing a Moondog concert tomorrow night,Negative
" IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",Neutral
 Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS,Positive
" Pigs catching Swine Flu and Avian Flu, risking the development of Flying Pig Flu? Awesomely funny",Neutral
I feel better today.,Positive
"In other news: i like this band, 'Lydia', and its easy-going melancholy-yet-cheery songs. It`s good listening",Positive
I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,Positive
 whyyyy hellloooo! Thx 4 checkin up on me  how r things? http://myloc.me/G4p,Neutral
_benson the Macarena never looked so good. Loved the 'Aaaaiieee' squeak / exclamation,Positive
" Sims 2 owns my life lately! LOL I want to get Sims 3, but my computer can`t support it.",Neutral
Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today,Positive
 will the presentations be available online during the meeting?  The poster discussants are going so fast I can`t write fast enough,Negative
 i was at the outlets too,Neutral
" http://twitpic.com/4j585 - HAHA nice, now I need an iPhone",Positive
man i **** up that test  playing cod now . 31 days till the summer !,Negative
Believe it or not I`m a super geek,Neutral
@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,Neutral
"Whoops! Start Trek,...not Start! Duh.",Negative
 Sweeny Todd is deadset one of the best movies of all time,Positive
mum`s day - ended up being happy  not that it`s my day or anything....,Positive
time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,Negative
Summer is finally here! Graduation in a week!,Neutral
"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",Positive
 thank you! I really appreciate that babe,Positive
_LOCA thank you babe  What are you doin this evening?,Positive
"Hey, Good Morning guys!!",Positive
 was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled,Negative
pmg im very upset no just relasie hugh laurie isnt on  **** ohh,Negative
" Yes, I really do.",Neutral
 I see. I guess there must be lots of Hawks fans in Texas on twitter.,Neutral
I want another shake from Ritas.Badly.,Negative
" That`s the problem. The earphones I get here don`t last more than 2 months, no matter what brand or price.",Negative
  aw her latest ' selenagomezLast day of shooting... Goodbye Canada. ',Neutral
 Cheers!  I`d like to thank zBrush for making it all possible,Positive
 -- 5/31 marks the end of our roommate era. And you never made wontons for me again.,Neutral
Heading out to do a relay in the Belfast marathon,Neutral
just found out i have strep,Neutral
Computer is packed away. There goes my life. Right into a cardboard box.,Negative
"Okay, seriously. you`re all going to have to forgive me while I gush like a little fangirl for a few tweets",Neutral
Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,Positive
Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,Negative
 im so **** proud of you,Positive
i don`t wanna work over the weekend,Neutral
I need a job to keep me above waters...thought I had one but apparently its 'Casual' so now on the search again,Neutral
Getting ready for week  Its too nice today to be stuck inside working!,Positive
Loves Agustin and his happy morning moods,Positive
" My day was cool, a lil twisted...  I won`t spam twitter like I did last week tho.",Neutral
is thrilled prom went well,Positive
 we should definately be in Paris that week. if I get a job we most certainly will be,Neutral
.  he`s in bed sick. Heavy fever. Went to dr`s. Part of the reason i`m watching Aladdin 2 now and still haven`t been fed,Negative
Slept at my parents the bed was hard as a rock now my back feels like a rock,Negative
 been there!  need somewhere NEW,Neutral
 NO GO ROVE GO THE MCMANUS`  adam is cool tho,Neutral
  i would love to come visit you in Korea.. next flight that is under 100 i am there!,Positive
Happy Mums Day This is Nelly`s shout out   http://skitch.com/t/tac,Positive
This is dumb. I keep losing followers!,Negative
"just made it home, time for a shower and some breakie, off out to Blackpool later for some lunch",Neutral
The first officially beautiful day of the year and I`m stuck inside the office    A Magners and BBQ will make up for it!,Neutral
" Michelle, I slept for 11 hours last night. I`m still stick with this fever.",Negative
Home Sweet home <3  Going to see Hannah Montana The Movie AGAIN today <3 DDD,Positive
ontd is our god,Neutral
Bored to tears without my boys! They are at their dad`s for a week,Negative
Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,Neutral
o ok..im jealous..i wish I was in bed,Neutral
so had a freakin lond thursday  ready to hit the hay and surprise surprise I can`t freakin sleep :/ Boo!,Negative
woo hoo its friday!! ....wait.... i have to work at the cleaners tomorrow.,Positive
: ''UB40-'Bring Me Your Cup'''  ? http://blip.fm/~7af72,Neutral
today something amazing happened...I fell in love with coupons!,Positive
 Oh gosh I hope so. How fun!,Positive
 drugs are bad,Neutral
Good morning world! I feel really sick.,Neutral
 I love to Read  And i love Film making,Positive
The parking meter computed 25 plus 25 is 40. I got jipped! And the 10 free minute button didn`t work.,Negative
 not yet. I save the pages to read for when I travel,Neutral
watching a gossip girl,Neutral
 yeah  just told Stanley its the only time I want to slap girls icky **** encoraging bad behavior,Negative
is seventeen today  and is trekking from chorleywood to see    and  in cambridge  <3,Neutral
"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",Negative
I miss the concert Tuesday already. I`d really like a time machine to go see it again... It was so fun...,Neutral
"Sorry if I`m unsociable I`m loading up stock in the shop, mums making me",Neutral
"Bing! no its not Chandler Bing, its the new Search engine from Microsoft http://tinyurl.com/mgcotd ..but why the name Bing",Neutral
"It`s Friday and sun is shining and its quite warm already, Just walked the dog, He is so freaky  hyper",Negative
Fashion Show is done & only one slip...now cooking & having a glass of wine or two,Neutral
 love Dawn of the Replicants! love music monday!,Positive
Need To Go Shopping  Boring Day T`day....Nothing To Dooo. College Tmro...How ****` Excitin`  Wish Twitter Was Simplified For Me =] <3,Negative
 god bless u and I hope the rest of your weekend is joyfull,Positive
 haha better drunken tweeting you mean?,Positive
_ listen to FTSK  they stop my bordum  haha how was your day? finished crying about Harold? ha ****,Negative
feeling like ****. hope its not swine flu or something,Negative
shattered! PWG botched his hybrid dolphin shirt order and sent him xl,Negative
Colleen really sincerely hopes that  gets better soon.,Positive
uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,Negative
 yo wats up? how u doin 2day? u havnt answerd any of my replys,Neutral
" awh Tom, thats really cute. i love you guys for that really, `cause you care about fans  x",Positive
 It`s because we`re right,Neutral
" Vancouver, so classy.  #canucks",Positive
 sorry about it,Negative
@_chellebelle_ hey! aww i cnt view it in the UK they`re blocked  what it it??x,Negative
 no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,Negative
What a busy day ... am disappointed that today`s show is a repeat,Negative
Girls night in portland,Neutral
 its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore,Neutral
" wouldn`t that cost quite a bit, I mean flying pizza from China? Nice fusion idea I may have to experiment",Positive
"How did I give birth to a SCREAMER?? I hate screaming children!! I guess I hate screaming children besides my own, now.",Negative
hook up with Rian van Staden on Twitter. He is a (much) better cook and may have some more concrete suggestions,Positive
 games? Just wanted to clarify,Neutral
" Kev, **** off! I`m stuck in Westgate working",Negative
prom tonight.. too bad im not going to be there,Negative
Time for bed!  Hope your saturday was as lovely as mine was...,Positive
happy mother`s day mummy  i love you. xo,Positive
"Wolverine Was BOSS! Seriously, And Will.I.Am Was In It, What The **** ??",Negative
" Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus!",Negative
 wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.,Positive
Im not happy,Negative
has has an ok day with jo. She bit me and now its bruised.,Negative
 !!!!  glad you`re alright!,Positive
 haha they might! good luck if you`re taking it as well  i`m hoping I get a 1 for putting my name down,Positive
"Early Monday,great  Rainy Monday,not so great :|",Negative
Weather sucks!!... It`s raining again!!,Negative
"sorry to hear that  It`s going okay, just tweeting away  ",Negative
i jus love doin night shifts...will be done in an hour,Positive
"No burgers to be found. New (old) camera to play with though, so that`s excellent.",Positive
"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",Negative
alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,Neutral
diesel yaris... 70mpg  so sad its not available in the US. That`d be awesome.,Neutral
At work but punchy due to two early morning pager events.,Neutral
Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet,Neutral
Back from mountains,Neutral
A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,Negative
 I think they are disgusting,Negative
  ack ~ of course i`m a person! but i think  knows that,Neutral
 LOL!  good men watch the flicks w/us and just sigh!  this is a good flick so far it`s called 'Because I Said So',Positive
SON OF A ****!!!! ARGGGHHHHHHHHHHH SO OVER IT.,Negative
 It`s so not like me  I`m in the middle of coordinating a 3-point move: stuff from IL --> old NYC apt + all stuff --> new apt.,Neutral
Omg going to die of swine flu when I go to Melbourne,Negative
is very worried about sam  and wants to know he okay!,Negative
   woohoo! I got the Sunbeam CafÃÂ¯ÃÂ¿ÃÂ½ Series grinder at Eu Foods for only $198! Epic win,Neutral
" ok, so I`m replying!  happy mothers day, indeed!",Positive
Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,Negative
wished didnt spend money last night,Negative
its raining! boo,Neutral
Nyappy mother`s day to your mom`s.,Positive
 THANKS!,Positive
 Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,Negative
 not really  Just have to install OS X on a harddrive and get it to boot on schools iMacs.,Neutral
is veryyy upset she cant go to hacienda tonight because the stupid nuggets game,Negative
the tummy monster hates me,Negative
which was so UNLIKE the POs in oakland. they hated me,Negative
i`m worried because something bad happened today and i don`t know what`s gonna happen next.,Negative
 Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.,Positive
 still got one more year with t-mo tho  I might just get a new bb curve. Not too concerned abt apps. Batt life is important,Neutral
Bored and lonely at work,Negative
 Go to main settings page for iPhone and scroll down - you will see it,Neutral
Hm... TweetDeck has lost all old replies.,Negative
has found a free wifi point ... and it`s sunny,Positive
"http://twitpic.com/4wsjr - Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)",Neutral
Thanks  for shoutin out my mom today  She also says thanks!,Positive
"Oops, they don`t open until 9am",Negative
hoping to hear from you all soon,Positive
"Argh, I can`t avoid spelling bee spoilers anywhere! Now I know the winning speller and word before having actually watched the bee.",Neutral
 but it`s fun when they blatantly ignore the advice,Positive
Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.,Positive
has some bad newss,Negative
a night alone with my piano...and a pro tools session... ill take that ANYTIME.,Negative
Done with my drew and jayk handmade gifts now watching old menudo vids,Neutral
"gonna have to eat something, I feel so horrid.  I need a hug!",Negative
 whuahahhaha you need to cut down on them Bram Ladages/Applejacks/pancakes,Positive
 nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,Negative
Ill in bed my stomach is killing me,Negative
 i like the optimism,Positive
"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",Negative
wants to wish all the moms a Happy Mother`s Day.  Hope you`re all treated like Queens!,Positive
Morning tweeple,Positive
follow friday.. follow me coz i only have 26 followers...  (it`s not 2am),Neutral
Happy Mothers Day  All my love,Positive
There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,Positive
Bank holiday rock seems so fitting  ? http://blip.fm/~5jg16,Neutral
finished the noodles. done the dishwasher. really really warm. i don`t like it,Negative
"OMG. I got a explosion of new followers, hello new followers",Neutral
"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!",Positive
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,Negative
Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!,Neutral
 I can`t shes taken my keys to muh car.,Neutral
is getting the kids ready for school before deciding the workout du jour,Neutral
Too bad the Red Devils.. disappointing to say the least,Negative
" yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away.",Positive
"_you Ah! Haha that`s exciting. If I ever come to Australia we are definitely gonna have a movie night, FYI",Positive
"all done., time to finally start shuting down",Neutral
"Last one month due to summer, strawberry is not availble in the Chennai markets!",Negative
 you are not old!!! You`re  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,Neutral
: So wonderful to spend Mother`s Day with my mum.,Positive
"@_Marguerite Yup, that`s Dianne and Claudia.  Dianne is new to Tweetville, Claudia has been on a while but not active here",Neutral
Back at home and phone my grandma... I love her and miss her,Neutral
Is feeling a bit lonely,Negative
Just lost my internet signal  how will life go on,Negative
 Florida should be nice.,Positive
 Not yet... sorry,Negative
 Thank you! I hope you have a great rest of your day! Have you had your afternoon coffee yet?,Positive
can`t stop smiling  i`m in the best mood right now!!!!!,Positive
 I`m considering buying one of these. Hence the `Monk' look   http://bit.ly/9VbzG,Neutral
  Goodnight.,Positive
needs to wash her cats. Uncool.,Negative
plus.. janessa hurt my feelings,Negative
"Okay, so now I want to scream....Idk why this one doc has done this to me 3 days this week!!!!RRRRR.",Neutral
graphic design..should be making a business card..but im on TWITTER!,Neutral
<3 ryan baby iloveyopu **** <3 10 days kayleigh baby lymz cntt waiit,Positive
Stupid idiot who ran a stop sing and almost killed me and my car!,Negative
Someone in UNITED STATES liked Eleminis http://tinyurl.com/dhlq5t,Neutral
haha wow there`s a song called `hit me on twitter` lmao. okay g`night,Positive
ughhh have a tummy ache,Negative
" Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",Negative
"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",Negative
wish i was going to prom!!!!  oh well..going to go wish my girls good luck!! then going to good oll APPLEBEES!!! yumm,Positive
"ahhh twitter, I havent seen you all day",Neutral
"Radio:ACTIVE never gets old and never will  this is the 4th time i have listened to the cd (its on repeat) today, and still love it! =D",Positive
" here btw, this is not a bot",Neutral
_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.,Positive
"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",Negative
 I know.     #hhrs,Neutral
 Oh sure . Thx,Positive
" Good Morning, good wakeup music",Positive
Coming to the end of my vacation.,Neutral
  give them my best!,Positive
 is a lumberjack  http://twitpic.com/4wqe8,Neutral
 i`m fine thanks  wbu?,Positive
 I want to know when the auditions are Mander! Text or...reply please!,Neutral
" Thanks hun, it was great",Positive
So bummed that I can`t see LTJ in June  hoping for a UK yoke soon,Negative
 I know!! Yayy,Neutral
Margaritas with my Momo. I`ve missed her.,Negative
  *waves to make it all OK again*,Positive
coming back drom camp!!! there was no cell fone reception =0 so im so happy were back in QLD and a little bit tired,Positive
"Orange/Pineapple/Banana smoothie after a very long, very hard day = HEAVEN!",Positive
Pissing annoying date stamp on all my pictures. Wish I`d remembered to turn it off.,Negative
about to start work and missing him like crazy.I wont be seeing him till Tuesday,Negative
 oh no!  i`m sorry. at least you`ll still be able to buy regular tickets and not worry about limits?,Negative
is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.,Negative
 that plain sux. kinda like cheers goin off the air.,Neutral
 wow great promo for orbicule. is there an english translation somewhere? my Norwegian isn`t that good,Neutral
 Glad TS brought it! Sorry about ur foot shorty...ur gonna have to relax wit the heels,Negative
I do hope many of my new followers are from around Sydney Australia  Welcome to my tweets anyway.,Positive
Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^,Positive
My blackberry is soon approaching her death,Negative
waiting on food.,Neutral
" hahaha, I was busy, now I see what I replied to you! Yes that is true",Positive
 aw honey... you just relaxin? That`s probably for the best.,Positive
I`m so proud of my NAU graduate friend!!! We`re getting ready to celebrate  tonight!!! It`ll be an international ordeal~,Positive
"Uuu, am din nou PR 4. Yeey, my epenis is now bigger! ... ... ...",Neutral
 Not yet. I hope to check it out this week.,Neutral
"Work, work, work. Finally not sick, though.",Positive
i still DON`T have the internet @ home  ****,Negative
"has got my xbox back  , i have a really sore knee cant walk",Negative
"_Ross if you look at the js code in facebook you will notice a few js functions...nahh just kidding, a buddy told me",Positive
 That will make things fair. My poor Tiger has no claws or nutz,Neutral
"  Now there`s a question for 140 characters   One of history`s great unanswered what if`s, I would say",Positive
 wooohooo! I`m fourth row back,Neutral
 ohhhh excellent song..hello my friend!,Positive
"at home. didn`t see the Bloody movie, full booked  but Night at the museum was fun though.",Neutral
Happy birthday.,Positive
 Goooood Morning Melody! Wishing you a Wonderful Mother`s Day with your family!,Positive
" awww, we JUST missed you then!!  But I`ll see you tonight!!",Negative
Apple is expected to launch a new iPhone this summer.  Hi my name is Judy and I am addicted to Apple products.,Positive
doesnt understand twitter,Negative
 I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,Positive
"Lady across the way had a miscarriage, say a prayer",Neutral
"Morning, up early to travel to today`s game but reli happy my bro is coming to watch me  x",Positive
Has a headache,Negative
 You can go to www.TwitPic.com and log in with your Twitter details to add pics,Neutral
"Oh yeah, Radio1 is SO playing Earth, Wind and Fire",Positive
" Yvonne, thanks 4 the #FFrecommend! Lovely profile photo, you have! And I agree w/u on the 'what is sleep?'  LOL! It`s 5:46 am!",Positive
"aww, You Are The Sunshine Of My Life from Bob and Larry Sing the 70s.  makes me think of  <3",Positive
 Too bad.,Negative
" no not yet I ate a couple ;) I love Reeces but they are hard to get in NZ, I stock up bigtime in the States",Neutral
watching The Biggest Loser on Hallmark. Never fails to make me cry  nyeh.,Negative
 I don`t even remember what`s on there!!!,Neutral
pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,Positive
" Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don`t worry",Positive
"  good as, cya in melbourne",Positive
Yes... today is Star Wars Day!    May the 4th be with you!,Positive
I`m sleepy but is feeling under the weather! ugh! These **** tonsils. I need some company or somebody to talk too!,Negative
_navarro I wish this area offered chinese food delivery,Positive
#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that,Positive
" hey i loved ACS but i had to see it online, is not here yet   cant wait to buy it!!! you look amazing there",Positive
msn-ing. no school  shouldn`t there be more bank holidays? x,Positive
Need a nap  but I have to take 4 trains now,Neutral
upss..her name is writen like chesca.,Neutral
i tried calling work 5 times and they wont answer,Negative
Awww that poor little girl on BGT,Negative
Just broke her dresser shes had since she was three,Negative
Now I remembered the password,Neutral
" hope you have a great weekend Em, say hi to the fam for me",Positive
_ I wish you were here NOWWW!!! grrrrrrr,Negative
Nothing like waking up slow in the morning. Docs appt today.,Neutral
 kenny u alive!!!...I`m here getting da hair done..to bad I`m not chillin w/ u todat  kinda sad,Negative
